nohup: ignoring input
Namespace(batch_size=8, class_num=2, cuda_num=1, encoder_type='resnet34', evaluate_step=100, gradient_accumulation_steps=4, lr=0.0001, model_type='FPN', num_epoch=50, path_img='/mnt/sda1/songzimeng/cv_project/img/', path_label='/mnt/sda1/songzimeng/cv_project/label/', save_dir='/mnt/sda1/songzimeng/cv_project/models/', save_interval=5, step_interval=10, step_save=1000, total_updates=50000, val_set=0, weight_decay=0.001)
/mnt/sda1/songzimeng/cv_project/models/val_0_FPNresnet34_2021-06-07-20-17-51 make!
cuda
device:  1
train: ['ds1', 'ds2', 'ds3', 'ds4', 'ds5', 'ds6', 'ds7', 'ds8', 'ds9', 'ds10']
valid: ['ds11', 'ds12', 'ds13']
get_images_and_labels 5418 5418
get_images_and_labels 293 293
epoch:  1
[epoch:1, iter:10] Loss: 0.970 | MIoU: 41.056% 
[epoch:6, iter:440] Loss: 0.040 | MIoU: 94.933% 
[epoch:6, iter:450] Loss: 0.040 | MIoU: 94.916% 
[epoch:6, iter:460] Loss: 0.041 | MIoU: 94.902% 
[epoch:6, iter:470] Loss: 0.040 | MIoU: 94.933% 
[epoch:6, iter:480] Loss: 0.040 | MIoU: 94.918% 
[epoch:6, iter:490] Loss: 0.040 | MIoU: 94.929% 
[epoch:6, iter:500] Loss: 0.040 | MIoU: 94.940% 
[epoch:6, iter:510] Loss: 0.041 | MIoU: 94.915% 
[epoch:6, iter:520] Loss: 0.041 | MIoU: 94.908% 
[epoch:6, iter:530] Loss: 0.041 | MIoU: 94.913% 
[epoch:6, iter:540] Loss: 0.041 | MIoU: 94.906% 
[epoch:6, iter:550] Loss: 0.041 | MIoU: 94.909% 
[epoch:6, iter:560] Loss: 0.041 | MIoU: 94.900% 
[epoch:6, iter:570] Loss: 0.041 | MIoU: 94.900% 
[epoch:6, iter:580] Loss: 0.041 | MIoU: 94.912% 
[epoch:6, iter:590] Loss: 0.041 | MIoU: 94.902% 
[epoch:6, iter:600] Loss: 0.041 | MIoU: 94.858% 
[epoch:6, iter:610] Loss: 0.042 | MIoU: 94.841% 
[epoch:6, iter:620] Loss: 0.042 | MIoU: 94.823% 
[epoch:6, iter:630] Loss: 0.042 | MIoU: 94.816% 
[epoch:6, iter:640] Loss: 0.042 | MIoU: 94.824% 
[epoch:6, iter:650] Loss: 0.042 | MIoU: 94.784% 
[epoch:6, iter:660] Loss: 0.042 | MIoU: 94.765% 
[epoch:6, iter:670] Loss: 0.043 | MIoU: 94.727% 
Evaluate
[epoch:6, evaluate] Loss: 0.139 | MIoU: 85.802% 
epoch:  7
[epoch:7, iter:10] Loss: 0.074 | MIoU: 90.719% 
[epoch:7, iter:20] Loss: 0.061 | MIoU: 92.934% 
[epoch:7, iter:30] Loss: 0.062 | MIoU: 92.512% 
[epoch:7, iter:40] Loss: 0.059 | MIoU: 92.868% 
[epoch:7, iter:50] Loss: 0.054 | MIoU: 93.336% 
[epoch:7, iter:60] Loss: 0.053 | MIoU: 93.527% 
[epoch:7, iter:70] Loss: 0.051 | MIoU: 93.786% 
[epoch:7, iter:80] Loss: 0.050 | MIoU: 93.834% 
[epoch:7, iter:90] Loss: 0.050 | MIoU: 93.759% 
[epoch:7, iter:100] Loss: 0.049 | MIoU: 93.800% 
[epoch:7, iter:110] Loss: 0.049 | MIoU: 93.874% 
[epoch:7, iter:120] Loss: 0.048 | MIoU: 93.859% 
[epoch:7, iter:130] Loss: 0.048 | MIoU: 93.911% 
[epoch:7, iter:140] Loss: 0.047 | MIoU: 94.009% 
[epoch:7, iter:150] Loss: 0.047 | MIoU: 93.948% 
[epoch:7, iter:160] Loss: 0.047 | MIoU: 94.017% 
[epoch:7, iter:170] Loss: 0.046 | MIoU: 94.089% 
[epoch:7, iter:180] Loss: 0.047 | MIoU: 94.054% 
[epoch:7, iter:190] Loss: 0.046 | MIoU: 94.097% 
[epoch:7, iter:200] Loss: 0.047 | MIoU: 94.100% 
[epoch:7, iter:210] Loss: 0.047 | MIoU: 94.101% 
[epoch:7, iter:220] Loss: 0.046 | MIoU: 94.141% 
[epoch:7, iter:230] Loss: 0.046 | MIoU: 94.153% 
[epoch:7, iter:240] Loss: 0.047 | MIoU: 94.157% 
[epoch:7, iter:250] Loss: 0.046 | MIoU: 94.195% 
[epoch:7, iter:260] Loss: 0.047 | MIoU: 94.211% 
[epoch:7, iter:270] Loss: 0.046 | MIoU: 94.233% 
[epoch:7, iter:280] Loss: 0.046 | MIoU: 94.230% 
[epoch:7, iter:290] Loss: 0.046 | MIoU: 94.288% 
[epoch:7, iter:300] Loss: 0.046 | MIoU: 94.307% 
[epoch:7, iter:310] Loss: 0.046 | MIoU: 94.314% 
[epoch:7, iter:320] Loss: 0.046 | MIoU: 94.345% 
[epoch:7, iter:330] Loss: 0.045 | MIoU: 94.383% 
[epoch:7, iter:340] Loss: 0.045 | MIoU: 94.414% 
[epoch:7, iter:350] Loss: 0.045 | MIoU: 94.407% 
[epoch:7, iter:360] Loss: 0.045 | MIoU: 94.445% 
[epoch:7, iter:370] Loss: 0.045 | MIoU: 94.431% 
[epoch:7, iter:380] Loss: 0.045 | MIoU: 94.416% 
[epoch:7, iter:390] Loss: 0.045 | MIoU: 94.445% 
[epoch:7, iter:400] Loss: 0.045 | MIoU: 94.417% 
[epoch:7, iter:410] Loss: 0.045 | MIoU: 94.398% 
[epoch:7, iter:420] Loss: 0.045 | MIoU: 94.406% 
[epoch:7, iter:430] Loss: 0.045 | MIoU: 94.425% 
[epoch:7, iter:440] Loss: 0.045 | MIoU: 94.437% 
[epoch:7, iter:450] Loss: 0.045 | MIoU: 94.431% 
[epoch:7, iter:460] Loss: 0.045 | MIoU: 94.446% 
[epoch:7, iter:470] Loss: 0.045 | MIoU: 94.412% 
[epoch:7, iter:480] Loss: 0.045 | MIoU: 94.407% 
[epoch:7, iter:490] Loss: 0.045 | MIoU: 94.413% 
[epoch:7, iter:500] Loss: 0.045 | MIoU: 94.409% 
[epoch:7, iter:510] Loss: 0.045 | MIoU: 94.415% 
[epoch:7, iter:520] Loss: 0.044 | MIoU: 94.435% 
[epoch:7, iter:530] Loss: 0.044 | MIoU: 94.424% 
[epoch:7, iter:540] Loss: 0.044 | MIoU: 94.423% 
[epoch:7, iter:550] Loss: 0.044 | MIoU: 94.438% 
[epoch:7, iter:560] Loss: 0.044 | MIoU: 94.451% 
[epoch:7, iter:570] Loss: 0.044 | MIoU: 94.454% 
[epoch:7, iter:580] Loss: 0.044 | MIoU: 94.454% 
[epoch:7, iter:590] Loss: 0.044 | MIoU: 94.450% 
[epoch:7, iter:600] Loss: 0.044 | MIoU: 94.429% 
[epoch:7, iter:610] Loss: 0.045 | MIoU: 94.407% 
[epoch:7, iter:620] Loss: 0.045 | MIoU: 94.414% 
[epoch:7, iter:630] Loss: 0.044 | MIoU: 94.424% 
[epoch:7, iter:640] Loss: 0.044 | MIoU: 94.440% 
[epoch:7, iter:650] Loss: 0.045 | MIoU: 94.438% 
[epoch:7, iter:660] Loss: 0.045 | MIoU: 94.441% 
[epoch:7, iter:670] Loss: 0.044 | MIoU: 94.442% 
Evaluate
[epoch:7, evaluate] Loss: 0.094 | MIoU: 90.007% 
epoch:  8
[epoch:8, iter:10] Loss: 0.036 | MIoU: 95.822% 
[epoch:8, iter:20] Loss: 0.034 | MIoU: 95.911% 
[epoch:8, iter:30] Loss: 0.037 | MIoU: 95.658% 
[epoch:8, iter:40] Loss: 0.035 | MIoU: 95.755% 
[epoch:8, iter:50] Loss: 0.037 | MIoU: 95.552% 
[epoch:8, iter:60] Loss: 0.037 | MIoU: 95.575% 
[epoch:8, iter:70] Loss: 0.036 | MIoU: 95.653% 
[epoch:8, iter:80] Loss: 0.035 | MIoU: 95.719% 
[epoch:8, iter:90] Loss: 0.035 | MIoU: 95.697% 
[epoch:8, iter:100] Loss: 0.034 | MIoU: 95.733% 
[epoch:8, iter:110] Loss: 0.034 | MIoU: 95.706% 
[epoch:8, iter:120] Loss: 0.034 | MIoU: 95.727% 
[epoch:8, iter:130] Loss: 0.034 | MIoU: 95.701% 
[epoch:8, iter:140] Loss: 0.034 | MIoU: 95.786% 
[epoch:8, iter:150] Loss: 0.034 | MIoU: 95.829% 
[epoch:8, iter:160] Loss: 0.033 | MIoU: 95.839% 
[epoch:8, iter:170] Loss: 0.033 | MIoU: 95.842% 
[epoch:8, iter:180] Loss: 0.033 | MIoU: 95.885% 
[epoch:8, iter:190] Loss: 0.033 | MIoU: 95.904% 
[epoch:8, iter:200] Loss: 0.032 | MIoU: 95.949% 
[epoch:8, iter:210] Loss: 0.032 | MIoU: 95.981% 
[epoch:8, iter:220] Loss: 0.032 | MIoU: 96.019% 
[epoch:8, iter:230] Loss: 0.032 | MIoU: 96.010% 
[epoch:8, iter:240] Loss: 0.032 | MIoU: 96.007% 
[epoch:8, iter:250] Loss: 0.032 | MIoU: 96.025% 
[epoch:8, iter:260] Loss: 0.032 | MIoU: 96.033% 
[epoch:8, iter:270] Loss: 0.032 | MIoU: 95.989% 
[epoch:8, iter:280] Loss: 0.032 | MIoU: 95.991% 
[epoch:8, iter:290] Loss: 0.032 | MIoU: 95.965% 
[epoch:8, iter:300] Loss: 0.032 | MIoU: 95.968% 
[epoch:8, iter:310] Loss: 0.032 | MIoU: 95.972% 
[epoch:8, iter:320] Loss: 0.032 | MIoU: 95.964% 
[epoch:8, iter:330] Loss: 0.032 | MIoU: 95.976% 
[epoch:8, iter:340] Loss: 0.031 | MIoU: 95.994% 
[epoch:8, iter:350] Loss: 0.031 | MIoU: 96.023% 
[epoch:8, iter:360] Loss: 0.031 | MIoU: 96.035% 
[epoch:8, iter:370] Loss: 0.031 | MIoU: 96.047% 
[epoch:8, iter:380] Loss: 0.031 | MIoU: 96.074% 
[epoch:8, iter:390] Loss: 0.031 | MIoU: 96.083% 
[epoch:8, iter:400] Loss: 0.031 | MIoU: 96.080% 
[epoch:8, iter:410] Loss: 0.031 | MIoU: 96.097% 
[epoch:8, iter:420] Loss: 0.031 | MIoU: 96.110% 
[epoch:8, iter:430] Loss: 0.031 | MIoU: 96.121% 
[epoch:8, iter:440] Loss: 0.030 | MIoU: 96.143% 
[epoch:8, iter:450] Loss: 0.030 | MIoU: 96.139% 
[epoch:8, iter:460] Loss: 0.031 | MIoU: 96.131% 
[epoch:8, iter:470] Loss: 0.030 | MIoU: 96.148% 
[epoch:8, iter:480] Loss: 0.030 | MIoU: 96.123% 
[epoch:8, iter:490] Loss: 0.030 | MIoU: 96.115% 
[epoch:8, iter:500] Loss: 0.030 | MIoU: 96.127% 
[epoch:8, iter:510] Loss: 0.030 | MIoU: 96.126% 
[epoch:8, iter:520] Loss: 0.030 | MIoU: 96.134% 
[epoch:8, iter:530] Loss: 0.030 | MIoU: 96.132% 
[epoch:8, iter:540] Loss: 0.030 | MIoU: 96.125% 
[epoch:8, iter:550] Loss: 0.031 | MIoU: 96.118% 
[epoch:8, iter:560] Loss: 0.031 | MIoU: 96.105% 
[epoch:8, iter:570] Loss: 0.031 | MIoU: 96.100% 
[epoch:8, iter:580] Loss: 0.031 | MIoU: 96.101% 
[epoch:8, iter:590] Loss: 0.031 | MIoU: 96.094% 
[epoch:8, iter:600] Loss: 0.031 | MIoU: 96.089% 
[epoch:8, iter:610] Loss: 0.031 | MIoU: 96.090% 
[epoch:8, iter:620] Loss: 0.031 | MIoU: 96.055% 
[epoch:8, iter:630] Loss: 0.031 | MIoU: 96.044% 
[epoch:8, iter:640] Loss: 0.031 | MIoU: 96.048% 
[epoch:8, iter:650] Loss: 0.031 | MIoU: 96.037% 
[epoch:8, iter:660] Loss: 0.031 | MIoU: 96.036% 
[epoch:8, iter:670] Loss: 0.031 | MIoU: 96.037% 
Evaluate
[epoch:8, evaluate] Loss: 0.079 | MIoU: 91.842% 
Epoch 8 achieves best!
epoch:  9
[epoch:9, iter:10] Loss: 0.025 | MIoU: 96.938% 
[epoch:9, iter:20] Loss: 0.024 | MIoU: 96.941% 
[epoch:9, iter:30] Loss: 0.025 | MIoU: 96.821% 
[epoch:9, iter:40] Loss: 0.026 | MIoU: 96.774% 
[epoch:9, iter:50] Loss: 0.026 | MIoU: 96.656% 
[epoch:9, iter:60] Loss: 0.027 | MIoU: 96.560% 
[epoch:9, iter:70] Loss: 0.027 | MIoU: 96.604% 
[epoch:9, iter:80] Loss: 0.027 | MIoU: 96.675% 
[epoch:9, iter:90] Loss: 0.027 | MIoU: 96.697% 
[epoch:9, iter:100] Loss: 0.027 | MIoU: 96.660% 
[epoch:9, iter:110] Loss: 0.027 | MIoU: 96.596% 
[epoch:9, iter:120] Loss: 0.027 | MIoU: 96.562% 
[epoch:9, iter:130] Loss: 0.027 | MIoU: 96.601% 
[epoch:9, iter:140] Loss: 0.027 | MIoU: 96.600% 
[epoch:9, iter:150] Loss: 0.027 | MIoU: 96.591% 
[epoch:9, iter:160] Loss: 0.027 | MIoU: 96.597% 
[epoch:9, iter:170] Loss: 0.027 | MIoU: 96.599% 
[epoch:9, iter:180] Loss: 0.027 | MIoU: 96.624% 
[epoch:9, iter:190] Loss: 0.027 | MIoU: 96.638% 
[epoch:9, iter:200] Loss: 0.027 | MIoU: 96.625% 
[epoch:9, iter:210] Loss: 0.027 | MIoU: 96.618% 
[epoch:9, iter:220] Loss: 0.027 | MIoU: 96.613% 
[epoch:9, iter:230] Loss: 0.027 | MIoU: 96.632% 
[epoch:9, iter:240] Loss: 0.027 | MIoU: 96.635% 
[epoch:9, iter:250] Loss: 0.027 | MIoU: 96.640% 
[epoch:9, iter:260] Loss: 0.027 | MIoU: 96.626% 
[epoch:9, iter:270] Loss: 0.027 | MIoU: 96.620% 
[epoch:9, iter:280] Loss: 0.027 | MIoU: 96.632% 
[epoch:9, iter:290] Loss: 0.027 | MIoU: 96.634% 
[epoch:9, iter:300] Loss: 0.026 | MIoU: 96.651% 
[epoch:9, iter:310] Loss: 0.026 | MIoU: 96.663% 
[epoch:9, iter:320] Loss: 0.026 | MIoU: 96.689% 
[epoch:9, iter:330] Loss: 0.026 | MIoU: 96.694% 
[epoch:9, iter:340] Loss: 0.026 | MIoU: 96.708% 
[epoch:9, iter:350] Loss: 0.026 | MIoU: 96.703% 
[epoch:9, iter:360] Loss: 0.026 | MIoU: 96.690% 
[epoch:9, iter:370] Loss: 0.026 | MIoU: 96.663% 
[epoch:9, iter:380] Loss: 0.026 | MIoU: 96.652% 
[epoch:9, iter:390] Loss: 0.026 | MIoU: 96.658% 
[epoch:9, iter:400] Loss: 0.026 | MIoU: 96.659% 
[epoch:9, iter:410] Loss: 0.026 | MIoU: 96.657% 
[epoch:9, iter:420] Loss: 0.026 | MIoU: 96.630% 
[epoch:9, iter:430] Loss: 0.026 | MIoU: 96.628% 
[epoch:9, iter:440] Loss: 0.026 | MIoU: 96.635% 
[epoch:9, iter:450] Loss: 0.026 | MIoU: 96.639% 
[epoch:9, iter:460] Loss: 0.026 | MIoU: 96.634% 
[epoch:9, iter:470] Loss: 0.026 | MIoU: 96.644% 
[epoch:9, iter:480] Loss: 0.026 | MIoU: 96.623% 
[epoch:9, iter:490] Loss: 0.026 | MIoU: 96.616% 
[epoch:9, iter:500] Loss: 0.026 | MIoU: 96.608% 
[epoch:9, iter:510] Loss: 0.026 | MIoU: 96.611% 
[epoch:9, iter:520] Loss: 0.026 | MIoU: 96.621% 
[epoch:9, iter:530] Loss: 0.026 | MIoU: 96.617% 
[epoch:9, iter:540] Loss: 0.026 | MIoU: 96.614% 
[epoch:9, iter:550] Loss: 0.026 | MIoU: 96.618% 
[epoch:9, iter:560] Loss: 0.026 | MIoU: 96.611% 
[epoch:9, iter:570] Loss: 0.026 | MIoU: 96.616% 
[epoch:9, iter:580] Loss: 0.026 | MIoU: 96.616% 
[epoch:9, iter:590] Loss: 0.026 | MIoU: 96.607% 
[epoch:9, iter:600] Loss: 0.026 | MIoU: 96.617% 
[epoch:9, iter:610] Loss: 0.026 | MIoU: 96.622% 
[epoch:9, iter:620] Loss: 0.026 | MIoU: 96.624% 
[epoch:9, iter:630] Loss: 0.026 | MIoU: 96.617% 
[epoch:9, iter:640] Loss: 0.026 | MIoU: 96.615% 
[epoch:9, iter:650] Loss: 0.026 | MIoU: 96.608% 
[epoch:9, iter:660] Loss: 0.026 | MIoU: 96.599% 
[epoch:9, iter:670] Loss: 0.026 | MIoU: 96.598% 
Evaluate
[epoch:9, evaluate] Loss: 0.108 | MIoU: 90.364% 
epoch:  10
[epoch:10, iter:10] Loss: 0.024 | MIoU: 96.890% 
[epoch:10, iter:20] Loss: 0.025 | MIoU: 96.792% 
[epoch:10, iter:30] Loss: 0.025 | MIoU: 96.735% 
[epoch:10, iter:40] Loss: 0.025 | MIoU: 96.767% 
[epoch:10, iter:50] Loss: 0.025 | MIoU: 96.840% 
[epoch:10, iter:60] Loss: 0.025 | MIoU: 96.822% 
[epoch:10, iter:70] Loss: 0.025 | MIoU: 96.821% 
[epoch:10, iter:80] Loss: 0.025 | MIoU: 96.775% 
[epoch:10, iter:90] Loss: 0.024 | MIoU: 96.805% 
[epoch:10, iter:100] Loss: 0.024 | MIoU: 96.818% 
[epoch:10, iter:110] Loss: 0.024 | MIoU: 96.814% 
[epoch:10, iter:120] Loss: 0.024 | MIoU: 96.787% 
[epoch:10, iter:130] Loss: 0.024 | MIoU: 96.835% 
[epoch:10, iter:140] Loss: 0.024 | MIoU: 96.842% 
[epoch:10, iter:150] Loss: 0.024 | MIoU: 96.851% 
[epoch:10, iter:160] Loss: 0.024 | MIoU: 96.884% 
[epoch:10, iter:170] Loss: 0.024 | MIoU: 96.863% 
[epoch:10, iter:180] Loss: 0.024 | MIoU: 96.858% 
[epoch:10, iter:190] Loss: 0.024 | MIoU: 96.887% 
[epoch:10, iter:200] Loss: 0.024 | MIoU: 96.894% 
[epoch:10, iter:210] Loss: 0.024 | MIoU: 96.897% 
[epoch:10, iter:220] Loss: 0.024 | MIoU: 96.921% 
[epoch:10, iter:230] Loss: 0.024 | MIoU: 96.909% 
[epoch:10, iter:240] Loss: 0.024 | MIoU: 96.908% 
[epoch:10, iter:250] Loss: 0.024 | MIoU: 96.899% 
[epoch:10, iter:260] Loss: 0.024 | MIoU: 96.904% 
[epoch:10, iter:270] Loss: 0.024 | MIoU: 96.894% 
[epoch:10, iter:280] Loss: 0.024 | MIoU: 96.893% 
[epoch:10, iter:290] Loss: 0.024 | MIoU: 96.889% 
[epoch:10, iter:300] Loss: 0.024 | MIoU: 96.883% 
[epoch:10, iter:310] Loss: 0.024 | MIoU: 96.878% 
[epoch:10, iter:320] Loss: 0.024 | MIoU: 96.853% 
[epoch:10, iter:330] Loss: 0.024 | MIoU: 96.843% 
[epoch:10, iter:340] Loss: 0.024 | MIoU: 96.836% 
[epoch:10, iter:350] Loss: 0.024 | MIoU: 96.808% 
[epoch:10, iter:360] Loss: 0.024 | MIoU: 96.791% 
[epoch:10, iter:370] Loss: 0.024 | MIoU: 96.779% 
[epoch:10, iter:380] Loss: 0.024 | MIoU: 96.788% 
[epoch:10, iter:390] Loss: 0.024 | MIoU: 96.796% 
[epoch:10, iter:400] Loss: 0.025 | MIoU: 96.757% 
[epoch:10, iter:410] Loss: 0.025 | MIoU: 96.744% 
[epoch:10, iter:420] Loss: 0.025 | MIoU: 96.741% 
[epoch:10, iter:430] Loss: 0.025 | MIoU: 96.735% 
[epoch:10, iter:440] Loss: 0.025 | MIoU: 96.729% 
[epoch:10, iter:450] Loss: 0.025 | MIoU: 96.740% 
[epoch:10, iter:460] Loss: 0.025 | MIoU: 96.731% 
[epoch:10, iter:470] Loss: 0.025 | MIoU: 96.725% 
[epoch:10, iter:480] Loss: 0.025 | MIoU: 96.727% 
[epoch:10, iter:490] Loss: 0.025 | MIoU: 96.735% 
[epoch:10, iter:500] Loss: 0.025 | MIoU: 96.741% 
[epoch:10, iter:510] Loss: 0.025 | MIoU: 96.746% 
[epoch:10, iter:520] Loss: 0.025 | MIoU: 96.736% 
[epoch:10, iter:530] Loss: 0.025 | MIoU: 96.724% 
[epoch:10, iter:540] Loss: 0.025 | MIoU: 96.720% 
[epoch:10, iter:550] Loss: 0.025 | MIoU: 96.722% 
[epoch:10, iter:560] Loss: 0.025 | MIoU: 96.709% 
[epoch:10, iter:570] Loss: 0.025 | MIoU: 96.698% 
[epoch:10, iter:580] Loss: 0.025 | MIoU: 96.696% 
[epoch:10, iter:590] Loss: 0.025 | MIoU: 96.689% 
[epoch:10, iter:600] Loss: 0.025 | MIoU: 96.685% 
[epoch:10, iter:610] Loss: 0.025 | MIoU: 96.676% 
[epoch:10, iter:620] Loss: 0.025 | MIoU: 96.661% 
[epoch:10, iter:630] Loss: 0.026 | MIoU: 96.661% 
[epoch:10, iter:640] Loss: 0.026 | MIoU: 96.655% 
[epoch:10, iter:650] Loss: 0.026 | MIoU: 96.632% 
[epoch:10, iter:660] Loss: 0.026 | MIoU: 96.631% 
[epoch:10, iter:670] Loss: 0.026 | MIoU: 96.632% 
Evaluate
[epoch:10, evaluate] Loss: 0.088 | MIoU: 91.154% 
epoch:  11
[epoch:11, iter:10] Loss: 0.026 | MIoU: 96.951% 
[epoch:11, iter:20] Loss: 0.024 | MIoU: 96.887% 
[epoch:11, iter:30] Loss: 0.025 | MIoU: 96.672% 
[epoch:11, iter:40] Loss: 0.025 | MIoU: 96.545% 
[epoch:11, iter:50] Loss: 0.025 | MIoU: 96.588% 
[epoch:11, iter:60] Loss: 0.025 | MIoU: 96.626% 
[epoch:11, iter:70] Loss: 0.025 | MIoU: 96.663% 
[epoch:11, iter:80] Loss: 0.025 | MIoU: 96.640% 
[epoch:11, iter:90] Loss: 0.025 | MIoU: 96.656% 
[epoch:11, iter:100] Loss: 0.024 | MIoU: 96.647% 
[epoch:11, iter:110] Loss: 0.025 | MIoU: 96.646% 
[epoch:11, iter:120] Loss: 0.025 | MIoU: 96.655% 
[epoch:11, iter:130] Loss: 0.025 | MIoU: 96.663% 
[epoch:11, iter:140] Loss: 0.025 | MIoU: 96.645% 
[epoch:11, iter:150] Loss: 0.025 | MIoU: 96.660% 
[epoch:11, iter:160] Loss: 0.025 | MIoU: 96.678% 
[epoch:11, iter:170] Loss: 0.025 | MIoU: 96.676% 
[epoch:11, iter:180] Loss: 0.025 | MIoU: 96.641% 
[epoch:11, iter:190] Loss: 0.025 | MIoU: 96.634% 
[epoch:11, iter:200] Loss: 0.026 | MIoU: 96.625% 
[epoch:11, iter:210] Loss: 0.025 | MIoU: 96.644% 
[epoch:11, iter:220] Loss: 0.026 | MIoU: 96.651% 
[epoch:11, iter:230] Loss: 0.026 | MIoU: 96.670% 
[epoch:11, iter:240] Loss: 0.026 | MIoU: 96.675% 
[epoch:11, iter:250] Loss: 0.026 | MIoU: 96.693% 
[epoch:11, iter:260] Loss: 0.026 | MIoU: 96.666% 
[epoch:11, iter:270] Loss: 0.025 | MIoU: 96.690% 
[epoch:11, iter:280] Loss: 0.026 | MIoU: 96.657% 
[epoch:11, iter:290] Loss: 0.026 | MIoU: 96.643% 
[epoch:11, iter:300] Loss: 0.026 | MIoU: 96.654% 
[epoch:11, iter:310] Loss: 0.026 | MIoU: 96.671% 
[epoch:11, iter:320] Loss: 0.026 | MIoU: 96.654% 
[epoch:11, iter:330] Loss: 0.026 | MIoU: 96.642% 
[epoch:11, iter:340] Loss: 0.026 | MIoU: 96.641% 
[epoch:11, iter:350] Loss: 0.026 | MIoU: 96.641% 
[epoch:11, iter:360] Loss: 0.026 | MIoU: 96.641% 
[epoch:11, iter:370] Loss: 0.026 | MIoU: 96.644% 
[epoch:11, iter:380] Loss: 0.026 | MIoU: 96.647% 
[epoch:11, iter:390] Loss: 0.026 | MIoU: 96.647% 
[epoch:11, iter:400] Loss: 0.026 | MIoU: 96.647% 
[epoch:11, iter:410] Loss: 0.026 | MIoU: 96.657% 
[epoch:11, iter:420] Loss: 0.026 | MIoU: 96.662% 
[epoch:11, iter:430] Loss: 0.026 | MIoU: 96.662% 
[epoch:11, iter:440] Loss: 0.026 | MIoU: 96.675% 
[epoch:11, iter:450] Loss: 0.026 | MIoU: 96.676% 
[epoch:11, iter:460] Loss: 0.026 | MIoU: 96.659% 
[epoch:11, iter:470] Loss: 0.026 | MIoU: 96.667% 
[epoch:11, iter:480] Loss: 0.026 | MIoU: 96.668% 
[epoch:11, iter:490] Loss: 0.026 | MIoU: 96.656% 
[epoch:11, iter:500] Loss: 0.026 | MIoU: 96.658% 
[epoch:11, iter:510] Loss: 0.026 | MIoU: 96.666% 
[epoch:11, iter:520] Loss: 0.026 | MIoU: 96.663% 
[epoch:11, iter:530] Loss: 0.026 | MIoU: 96.661% 
[epoch:11, iter:540] Loss: 0.026 | MIoU: 96.661% 
[epoch:11, iter:550] Loss: 0.026 | MIoU: 96.662% 
[epoch:11, iter:560] Loss: 0.026 | MIoU: 96.669% 
[epoch:11, iter:570] Loss: 0.026 | MIoU: 96.671% 
[epoch:11, iter:580] Loss: 0.026 | MIoU: 96.668% 
[epoch:11, iter:590] Loss: 0.026 | MIoU: 96.662% 
[epoch:11, iter:600] Loss: 0.026 | MIoU: 96.670% 
[epoch:11, iter:610] Loss: 0.026 | MIoU: 96.678% 
[epoch:11, iter:620] Loss: 0.026 | MIoU: 96.680% 
[epoch:11, iter:630] Loss: 0.026 | MIoU: 96.664% 
[epoch:11, iter:640] Loss: 0.026 | MIoU: 96.658% 
[epoch:11, iter:650] Loss: 0.026 | MIoU: 96.653% 
[epoch:11, iter:660] Loss: 0.026 | MIoU: 96.654% 
[epoch:11, iter:670] Loss: 0.026 | MIoU: 96.657% 
Evaluate
[epoch:11, evaluate] Loss: 0.112 | MIoU: 91.048% 
epoch:  12
[epoch:12, iter:10] Loss: 0.022 | MIoU: 96.739% 
[epoch:12, iter:20] Loss: 0.022 | MIoU: 96.915% 
[epoch:12, iter:30] Loss: 0.023 | MIoU: 97.016% 
[epoch:12, iter:40] Loss: 0.024 | MIoU: 96.905% 
[epoch:12, iter:50] Loss: 0.024 | MIoU: 96.933% 
[epoch:12, iter:60] Loss: 0.023 | MIoU: 96.951% 
[epoch:12, iter:70] Loss: 0.023 | MIoU: 96.988% 
[epoch:12, iter:80] Loss: 0.023 | MIoU: 96.980% 
[epoch:12, iter:90] Loss: 0.023 | MIoU: 96.944% 
[epoch:12, iter:100] Loss: 0.023 | MIoU: 96.960% 
[epoch:12, iter:110] Loss: 0.023 | MIoU: 96.939% 
[epoch:12, iter:120] Loss: 0.024 | MIoU: 96.928% 
[epoch:12, iter:130] Loss: 0.024 | MIoU: 96.923% 
[epoch:12, iter:140] Loss: 0.023 | MIoU: 96.958% 
[epoch:12, iter:150] Loss: 0.023 | MIoU: 96.961% 
[epoch:12, iter:160] Loss: 0.023 | MIoU: 96.968% 
[epoch:12, iter:170] Loss: 0.023 | MIoU: 96.956% 
[epoch:12, iter:180] Loss: 0.023 | MIoU: 96.976% 
[epoch:12, iter:190] Loss: 0.023 | MIoU: 96.996% 
[epoch:12, iter:200] Loss: 0.023 | MIoU: 96.995% 
[epoch:12, iter:210] Loss: 0.023 | MIoU: 96.995% 
[epoch:12, iter:220] Loss: 0.023 | MIoU: 96.991% 
[epoch:12, iter:230] Loss: 0.023 | MIoU: 97.004% 
[epoch:12, iter:240] Loss: 0.023 | MIoU: 97.016% 
[epoch:12, iter:250] Loss: 0.023 | MIoU: 97.010% 
[epoch:12, iter:260] Loss: 0.023 | MIoU: 96.997% 
[epoch:12, iter:270] Loss: 0.023 | MIoU: 96.999% 
[epoch:12, iter:280] Loss: 0.023 | MIoU: 97.005% 
[epoch:12, iter:290] Loss: 0.023 | MIoU: 96.989% 
[epoch:12, iter:300] Loss: 0.023 | MIoU: 96.981% 
[epoch:12, iter:310] Loss: 0.023 | MIoU: 96.990% 
